Science,Basic 7,Energy and Its Forms,What is the process of heat transfer through electromagnetic waves?,multiple_choice,b,Radiation is heat transfer via electromagnetic waves.,easy,5,30,Conduction,Radiation,Convection,Absorption,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which of these would prevent heat loss from a hot liquid in a thermos flask?,multiple_choice,c,A vacuum between the walls prevents heat transfer by conduction and convection.,hard,15,90,A metal outer casing,A clear glass inner wall,A vacuum between the walls,A thin plastic lid,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What happens to the kinetic energy of particles when a substance cools down?,multiple_choice,a,As a substance cools, its particles lose kinetic energy and move slower.,medium,10,45,They lose kinetic energy and move slower,They gain kinetic energy and move faster,They remain the same,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,At what temperature does water boil at sea level in degrees Celsius?,multiple_choice,b,The boiling point of water is 100°C at standard atmospheric pressure.,easy,5,30,0°C,100°C,50°C,200°C,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Why does a hot air balloon float?,multiple_choice,a,Hot air is less dense than the surrounding cooler air, creating an upward buoyant force.,medium,10,60,Hot air is less dense than cold air,Hot air is heavier than cold air,Hot air is an insulator,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which material is commonly used in cooking pots due to its good thermal conductivity?,multiple_choice,c,Aluminum is a good conductor of heat, allowing quick and even cooking.,easy,5,30,Wood,Plastic,Aluminum,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the process where a liquid changes into a gas below its boiling point?,multiple_choice,a,Evaporation occurs at any temperature below the boiling point.,medium,10,45,Evaporation,Boiling,Condensation,Freezing,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,When two objects at different temperatures are in contact, how does heat flow?,multiple_choice,b,Heat always flows from a region of higher temperature to a region of lower temperature.,medium,10,60,From colder to hotter,From hotter to colder,It flows randomly,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is absolute zero on the Kelvin scale?,multiple_choice,d,Absolute zero is 0 K, which is the lowest possible temperature where particle motion theoretically stops.,hard,15,75,-273.15°C,0°C,273.15°C,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which factor does NOT affect the rate of evaporation?,multiple_choice,c,The mass of the liquid itself doesn't directly affect the *rate* of evaporation per unit surface area, though a larger mass would take longer to fully evaporate.,hard,15,90,Surface area,Temperature,Mass of liquid,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the SI unit of heat energy?,multiple_choice,b,Heat is a form of energy, so its SI unit is the Joule (J).,easy,5,30,Celsius,Joule,Watt,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Why are cooking utensils often made with plastic or wooden handles?,multiple_choice,a,Plastic and wood are poor conductors of heat (insulators), protecting hands from burns.,medium,10,60,They are poor conductors of heat,They are good conductors of heat,They are lighter than metal,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which phenomenon causes a spoon to appear bent when placed in a glass of water?,multiple_choice,a,This is due to the refraction of light as it passes from water to air.,medium,10,45,Refraction,Reflection,Dispersion,Diffraction,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What determines the color of an opaque object?,multiple_choice,c,An opaque object's color is the wavelength of light it reflects.,medium,10,60,The light it absorbs,The light it transmits,The light it reflects,The light it emits,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which of the following is a unit of frequency?,multiple_choice,a,Hertz (Hz) is the unit of frequency.,easy,5,30,Hertz,Decibel,Meter,Joule,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Sound travels as a wave. Which type of wave involves particles oscillating parallel to the direction of wave propagation?,multiple_choice,b,Longitudinal waves have vibrations parallel to the wave direction, like sound.,hard,15,75,Transverse wave,Longitudinal wave,Electromagnetic wave,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What happens to light when it hits a smooth, shiny surface?,multiple_choice,d,It undergoes regular reflection.,easy,5,30,It is absorbed,It is refracted,It is dispersed,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which part of the ear converts sound vibrations into electrical signals sent to the brain?,multiple_choice,c,The cochlea in the inner ear performs this conversion.,hard,15,90,Eardrum,Ossicles,Cochlea,Pinna,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Why is the sky blue?,multiple_choice,a,The sky is blue due to the scattering of shorter (blue) wavelengths of sunlight by atmospheric particles.,hard,15,90,Scattering of blue light by the atmosphere,Absorption of other colors by the atmosphere,Reflection of ocean water,Emission of blue light by the sun,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the speed of sound in air at room temperature (approximately)?,multiple_choice,b,The speed of sound in air is approximately 343 m/s.,medium,10,45,300,343,1500,300,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which term describes objects that allow some light to pass through but scatter it, making objects on the other side unclear?,multiple_choice,a,Translucent objects allow some light through but scatter it.,medium,10,45,Translucent,Transparent,Opaque,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What causes a rainbow to form?,multiple_choice,c,Rainbows are formed by the dispersion and reflection of sunlight by water droplets.,hard,15,90,Reflection of light,Refraction of sound,Dispersion of light by water droplets,Absorption of light,Increased,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,The region in a sound wave where particles are spread apart (low pressure) is called a?,multiple_choice,b,Rarefactions are regions of reduced density and pressure in a longitudinal wave.,medium,10,60,Compression,Rarefaction,Crest,Trough,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which color has the longest wavelength in the visible spectrum?,multiple_choice,a,Red light has the longest wavelength and lowest frequency in the visible spectrum.,medium,10,45,Red,Blue,Green,Violet,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which of these is an example of an artificial source of light?,multiple_choice,d,A fluorescent lamp is man-made.,easy,5,30,Sun,Stars,Firefly,Fluorescent lamp,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What happens to the pitch of sound as its frequency increases?,multiple_choice,a,Higher frequency corresponds to higher pitch.,medium,10,45,Pitch increases,Pitch decreases,Pitch remains constant,Loudness increases,Gravitational potential energy,Sound energy,Chemical energy,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,When light rays from an object meet at a point after reflection or refraction, they form a real image. Which optical device typically forms real images?,multiple_choice,b,A convex lens can form real images.,hard,15,90,Plane mirror,Convex lens,Concave mirror used as a shaving mirror,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the primary function of the pupil in the human eye?,multiple_choice,c,The pupil regulates the amount of light entering the eye.,easy,5,30,To focus light,To detect color,To control light entry,To protect the eye,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Why does sound travel slower than light in air?,multiple_choice,b,Sound requires a medium to vibrate, while light does not.,medium,10,60,Sound has higher frequency,Light has higher amplitude,Sound is a mechanical wave,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which property of light is responsible for the formation of shadows?,multiple_choice,a,Light travels in straight lines; when an opaque object blocks it, a shadow forms.,easy,5,30,Light travels in straight lines,Light reflects,Light refracts,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the name for the highest point of a wave?,multiple_choice,c,The crest is the peak of a wave.,easy,5,30,Trough,Wavelength,Crest,Amplitude,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which type of mirror always forms a virtual, upright, and diminished (smaller) image?,multiple_choice,a,Convex mirrors always produce such images.,hard,15,90,Convex mirror,Concave mirror,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the range of human hearing frequencies?,multiple_choice,c,Humans can typically hear sounds between 20 Hz and 20,000 Hz.,hard,15,75,0-20 Hz,200-2000 Hz,20-20,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,The part of the eye responsible for detecting light and sending signals to the brain is the?,multiple_choice,b,The retina contains photoreceptor cells (rods and cones).,medium,10,45,Cornea,Retina,Lens,Optic nerve,Heat energy,Light energy,Gravitational potential energy,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which color is produced when equal amounts of red and green light are mixed?,multiple_choice,a,Red and green additive primary colors mix to form yellow.,medium,10,60,Yellow,Cyan,Magenta,White,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,How does a loud sound differ from a soft sound in terms of wave properties?,multiple_choice,d,A loud sound has a larger amplitude; a soft sound has a smaller amplitude.,medium,10,60,Loud sound has higher frequency,Loud sound has shorter wavelength,Loud sound has faster speed,Loud sound has larger amplitude,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is a lens that causes parallel rays of light to diverge (spread out)?,multiple_choice,b,A concave lens is a diverging lens.,easy,5,30,Convex lens,Concave lens,Plano-convex lens,Biconvex lens,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which form of energy is stored in the bonds between atoms and molecules?,multiple_choice,c,Chemical energy is stored in the chemical bonds of substances.,easy,5,30,Kinetic energy,Thermal energy,Chemical energy,Nuclear energy,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the conversion of mechanical energy into electrical energy?,multiple_choice,b,Generators convert mechanical energy into electrical energy.,medium,10,45,Motor,Generator,Battery,Solar panel,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,The energy possessed by an object due to its motion is called?,multiple_choice,a,Kinetic energy is the energy of motion.,easy,5,30,Kinetic energy,Potential energy,Chemical energy,Thermal energy,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What type of energy is possessed by water stored behind a dam?,multiple_choice,d,The water's elevated position gives it gravitational potential energy.,easy,5,30,Kinetic energy,Chemical energy,Thermal energy,Gravitational potential energy,Mechanical to light,Thermal to light,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which of the following is an example of a non-renewable energy resource?,multiple_choice,a,Coal is a fossil fuel that is finite and takes millions of years to form.,easy,5,30,Coal,Wind,Solar,Hydro,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,In a flashlight, the chemical energy from the battery is first converted to?,multiple_choice,b,The battery converts chemical energy to electrical energy.,medium,10,45,Light energy,Electrical energy,Heat energy,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the unit of power, which is the rate at which energy is transferred or used?,multiple_choice,c,The Watt (W) is the SI unit of power.,easy,5,30,Joule,Newton,Watt,Joule,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,When a person lifts a heavy box, what type of energy is increased in the box?,multiple_choice,b,As the box gains height, its gravitational potential energy increases.,medium,10,45,Kinetic energy,Gravitational potential energy,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which energy transformation occurs in a microphone?,multiple_choice,a,A microphone converts sound energy into electrical signals.,medium,10,45,Sound to electrical,Electrical to sound,Mechanical to sound,Heat to sound,They remain stationary,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Why are some energy sources considered renewable?,multiple_choice,d,Renewable sources are replenished naturally over a relatively short period.,medium,10,60,They are cheap to use,They produce a lot of energy,They are easy to transport,They can be replenished naturally,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What form of energy is released when atoms split apart in a nuclear power plant?,multiple_choice,c,Nuclear energy is released during fission.,easy,5,30,Chemical energy,Thermal energy,Nuclear energy,Electrical energy,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,The energy of vibrating particles of matter is called?,multiple_choice,b,Thermal energy is associated with the random motion of particles.,easy,5,30,Light energy,Thermal energy,Sound energy,Electrical energy,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which of these devices converts electrical energy into light and heat?,multiple_choice,a,An incandescent light bulb converts electrical energy into light and a lot of heat.,easy,5,30,Incandescent light bulb,Electric fan,Washing machine,Radio,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,According to the Law of Conservation of Energy, if energy cannot be created or destroyed, what happens to it during processes like burning fuel?,multiple_choice,c,Energy changes from one form to another, but the total amount remains constant.,medium,10,60,It is lost as waste,Absorption,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the process of heat transfer that relies on the movement of a fluid?,multiple_choice,a,Convection is the transfer of heat by the actual movement of the heated fluid particles.,medium,10,45,Convection,Conduction,Radiation,Insulation,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which of the following is a good thermal insulator?,multiple_choice,d,Wood is a poor conductor of heat, making it a good insulator.,easy,5,30,Copper,Aluminum,Iron,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What happens to the particles of a liquid when it freezes?,multiple_choice,b,As a liquid freezes, particles lose kinetic energy, slow down, and arrange into fixed positions.,medium,10,60,They gain kinetic energy,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the temperature at which a substance changes from a solid to a liquid called?,multiple_choice,c,This is the melting point.,easy,5,30,Boiling point,Freezing point,Melting point,Condensation point,Wood has a higher density,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which scale measures temperature relative to absolute zero?,multiple_choice,d,The Kelvin scale starts at absolute zero.,medium,10,45,Celsius,Fahrenheit,Réaumur,Kelvin,It increases,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Why are dark-colored clothes warmer to wear on a sunny day than light-colored clothes?,multiple_choice,a,Dark colors absorb more radiant heat from the sun.,medium,10,60,They absorb more heat,They reflect more heat,They allow more air to pass through,They are lighter,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the transfer of heat through direct contact between particles of a substance?,multiple_choice,b,Conduction occurs through direct contact.,easy,5,30,Convection,Conduction,Radiation,Evaporation,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which state of matter has a definite volume but no definite shape?,multiple_choice,a,Liquids take the shape of their container but maintain a constant volume.,easy,5,30,Liquid,Solid,Gas,Plasma,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the effect of increased pressure on the boiling point of a liquid?,multiple_choice,a,Increased pressure raises the boiling point because more energy is needed to overcome the external pressure.,hard,15,75,It increases the boiling point,It decreases the boiling point,It has no effect,It makes it freeze faster,Fiberglass,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Heat always flows from a region of _____ temperature to a region of _____ temperature.,multiple_choice,d,Heat naturally flows from hot to cold.,medium,10,45,Lower, higher,Lower, lower,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which method of heat transfer is responsible for the warmth felt from a distant campfire?,multiple_choice,c,Radiation is the transfer of heat through electromagnetic waves, which can travel through empty space.,medium,10,45,Conduction,Convection,Radiation,Gas,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the process of a gas turning into a liquid?,multiple_choice,b,Condensation is the phase transition from gas to liquid.,easy,5,30,Evaporation,Condensation,Melting,Freezing,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Why does water expand when it freezes?,multiple_choice,a,Water molecules form a crystalline structure when freezing that is less dense than liquid water.,hard,15,90,Its molecules arrange into a less dense structure,It gains energy,It loses mass,It becomes more compact,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which device is used to measure temperature?,multiple_choice,c,A thermometer measures temperature.,easy,5,30,Barometer,Anemometer,Thermometer,Hydrometer,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which of these is a luminous object?,multiple_choice,a,The sun produces its own light.,easy,5,30,Sun,Moon,Mirror,Book,It becomes zero,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the unit for measuring the frequency of sound waves?,multiple_choice,d,Hertz (Hz) measures frequency.,easy,5,30,Decibel,Meter,Joule,Hertz,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Why does light appear to bend when it passes from air into water?,multiple_choice,b,Light bends (refracts) because its speed changes when it enters a new medium.,medium,10,45,Reflection,Refraction,Dispersion,Diffraction,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which part of the eye is responsible for focusing light onto the retina?,multiple_choice,c,The lens changes shape to focus light on the retina.,medium,10,45,Cornea,Iris,Lens,Pupil,Absorption,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Sound travels fastest through which of the following?,multiple_choice,d,Sound requires a medium and travels fastest where particles are closest and most rigid.,medium,10,45,Vacuum,Air,Water,Steel,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What causes the phenomenon of a mirage?,multiple_choice,a,Mirages are caused by the refraction of light through layers of air at different temperatures.,hard,15,75,Refraction of light in varying air temperatures,Reflection of light from distant objects,Absorption of light by hot surfaces,Diffraction of light by dust particles,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which of these light waves has the shortest wavelength and highest frequency?,multiple_choice,d,Violet light has the shortest wavelength and highest frequency in the visible spectrum.,medium,10,45,Red light,Yellow light,Green light,Violet light,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is an echo?,multiple_choice,b,An echo is a reflected sound.,easy,5,30,A very loud sound,A reflected sound,A sound absorbed,A sound that bends,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which type of lens is thinner at the center and thicker at the edges, causing light rays to diverge?,multiple_choice,a,A concave lens diverges parallel light rays.,medium,10,45,Concave lens,Convex lens,Plano-convex lens,Red, Yellow, Blue,Red, Green, Blue,Cyan, Magenta, Yellow,Red, Green, Yellow,,,,,,
Science,Basic 7,Energy and Its Forms,When sound waves encounter an obstacle and bounce back, this is called?,multiple_choice,c,Reflection is the bouncing back of waves.,easy,5,30,Refraction,Absorption,Reflection,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What are the primary colors of light (additive primary colors)?,multiple_choice,a,Red, Green, and Blue are the additive primary colors of light.,medium,10,45,Red, Green,Air,Water,A perfect vacuum (it can travel here),An opaque object (e.g., thick wall),,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which part of the ear funnels sound waves into the ear canal?,multiple_choice,b,The pinna (outer ear) collects sound waves.,easy,5,30,Eardrum,Pinna,Cochlea,Hammer,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What does the amplitude of a sound wave determine?,multiple_choice,c,Amplitude correlates with the loudness or intensity of a sound.,medium,10,45,Pitch,Frequency,Loudness,Speed,Cornea,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,If an object appears blue, it means it is reflecting which color of light?,multiple_choice,b,Opaque objects appear the color of the light they reflect.,medium,10,45,Red,Blue,Green,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which of the following describes the path of light when it forms a shadow?,multiple_choice,a,Light travels in straight lines and is blocked by opaque objects.,easy,5,30,Light travels in straight lines,Light bends around objects,Light is absorbed by objects,Light spreads out evenly,,,,,,,,,,,,,,,,,,
Science,Grade 7,The Environment,What is conservation?,multiple_choice,c,Conservation is the protection and wise use of natural resources to prevent waste and depletion.,medium,10,90,Using all resources quickly,Ignoring environmental problems,Protection and wise use of natural resources,Only recycling materials,Torch,,,,,,,,,,,,,,,,,
Science,Grade 7,The Environment,What causes air pollution?,multiple_choice,a,Air pollution is caused by harmful substances released into the atmosphere from vehicles factories and other sources.,medium,10,90,Harmful substances released into the atmosphere,Only natural causes,Only car exhaust,Only factory smoke,,,,,,,,,,,,,,,,,,
Science,Grade 7,The Environment,What is the greenhouse effect?,multiple_choice,b,The greenhouse effect is when certain gases trap heat in Earth's atmosphere keeping the planet warm.,hard,10,120,Cooling of the Earth,Trapping of heat in Earth's atmosphere,Only plants growing,Formation of clouds,10,45,Red, Yellow, Blue,Green, Orange, Purple,Red, Orange, Yellow, Green, Blue, Indigo, Violet,Black, White, Gray
Science,Grade 7,The Environment,How can we reduce waste?,multiple_choice,d,The 3 Rs - Reduce Reuse Recycle - help minimize waste and conserve resources.,medium,10,75,Only by recycling,Only by reusing,Only by reducing consumption,Reduce reuse and recycle,,,,,,,,,,,,,,,,,,
Science,Grade 7,The Environment,What is biodiversity?,multiple_choice,a,Biodiversity is the variety of different species of plants animals and other organisms in an ecosystem.,hard,10,120,Variety of different species in an ecosystem,Only the number of animals,Only the number of plants,The size of an ecosystem,Plano lens,,,,,,,,,,,,,,,,,
Science,Grade 7,Forces and Motion,What is a force?,multiple_choice,a,A force is a push or pull that can change an object's motion or shape.,easy,10,45,A push or pull,A type of energy,A kind of matter,A form of heat,,,,,,,,,,,,,,,,,,
Science,Grade 7,Forces and Motion,What happens to an object at rest if no force acts on it?,multiple_choice,b,According to Newton's first law an object at rest stays at rest unless acted upon by a force.,medium,10,60,It moves,It stays at rest,It speeds up,It changes direction,Diffraction,,,,,,,,,,,,,,,,,
Science,Grade 7,Forces and Motion,What is friction?,multiple_choice,c,Friction is a force that opposes motion when two surfaces rub against each other.,medium,10,60,A type of energy,A form of matter,A force that opposes motion,A kind of heat,,,,,,,,,,,,,,,,,,
Science,Grade 7,Forces and Motion,Which force pulls objects toward Earth?,multiple_choice,d,Gravity is the force that attracts objects toward the center of the Earth.,easy,10,30,Friction,Magnetism,Electricity,Gravity,,,,,,,,,,,,,,,,,,
Science,Grade 7,Forces and Motion,What is needed to change an object's motion?,multiple_choice,a,A force is required to change an object's speed direction or both.,easy,10,45,A force,Heat,Light,Sound,,,,,,,,,,,,,,,,,,
Science,Grade 7,Forces and Motion,Fill in the blank: The force that opposes motion between two surfaces is called _____.,fill_blank,friction,Friction is the force that resists motion when surfaces rub against each other.,medium,10,45,,,,,,,,,,,,,,,,,,,,,,
Science,Grade 7,Forces and Motion,True or False: Gravity only affects objects that are falling.,true_false,FALSE,Gravity affects all objects with mass constantly pulling them toward Earth's center.,medium,10,60,,,,,Surface waves,Longitudinal waves,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,What is the SI unit of force?,multiple_choice,a,The SI unit of force is the Newton (N).,easy,5,30,Newton,Joule,Watt,Meter,,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,Which of the following is an example of a push force?,multiple_choice,b,Pushing a door open is a direct application of push force.,easy,5,30,Pulling a rope,Pushing a trolley,Lifting a weight,Kicking a ball,Solar to electrical,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,What causes an object to slow down or stop when it is in motion?,multiple_choice,c,Friction is a force that opposes motion.,easy,5,45,Gravity,Magnetism,Friction,Tension,,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,A car moving at a constant speed in a straight line is said to have?,multiple_choice,b,Constant velocity implies constant speed and direction.,medium,10,45,Acceleration,Zero acceleration,Deceleration,Increasing speed,,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,Which of Newton's Laws states that an object at rest stays at rest and an object in motion stays in motion with the same speed and in the same direction unless acted upon by an unbalanced force?,multiple_choice,a,This is the definition of Newton's First Law of Motion (Inertia).,medium,10,60,First Law of Motion,Second Law of Motion,Third Law of Motion,Law of Conservation of Energy,,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,What is the force that pulls all objects towards the center of the Earth?,multiple_choice,d,Gravity is the force of attraction between objects with mass.,easy,5,30,Magnetism,Friction,Air resistance,Gravity,,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,If you apply a force of 10 N to push a box, and it doesn't move, what is preventing it from moving?,multiple_choice,c,Static friction is preventing the box from moving.,medium,10,45,Air pressure,Gravity,,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,The rate at which an object changes its velocity is called?,multiple_choice,b,Acceleration is the rate of change of velocity.,easy,5,30,Speed,Acceleration,Distance,Time,,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,What is the SI unit of speed?,multiple_choice,d,Speed is measured in meters per second (m/s).,easy,5,30,Kilometer per hour,Mile per hour,Centimeter per second,Meter per second,,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,A car travels a distance of 100 meters in 20 seconds. What is its average speed?,multiple_choice,b,Speed = Distance / Time = 100m / 20s = 5 m/s.,medium,10,60,4 m/s,5 m/s,6 m/s,7 m/s,,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,Which of these is a contact force?,multiple_choice,a,Friction requires physical contact between surfaces.,medium,10,45,Friction,Gravity,Magnetic force,Electrostatic force,Light to thermal,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,When an object falls freely towards the Earth, what is the main force acting on it?,multiple_choice,c,In free fall, the primary force is gravity, neglecting air resistance.,easy,5,30,Air resistance,,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,Which of the following describes the effect of an unbalanced force on an object?,multiple_choice,a,An unbalanced force causes a change in motion (acceleration).,medium,10,60,It causes acceleration,It keeps the object at rest,It makes the object move at constant velocity,It reduces the object's mass,,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,What is the SI unit of distance?,multiple_choice,b,The SI unit of distance is the meter (m).,easy,5,30,Kilometer,Meter,Centimeter,Mile,,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,If a force of 50 N causes an object to accelerate at 5 m/s², what is the mass of the object? (F = ma),multiple_choice,c,Mass = Force / Acceleration = 50 N / 5 m/s² = 10 kg.,hard,15,90,5 kg,8 kg,10 kg,,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,Which of these is a measure of inertia of an object?,multiple_choice,b,Mass is a measure of an object's inertia (resistance to change in motion).,medium,10,60,Weight,Mass,Volume,Density,,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,What is the difference between speed and velocity?,multiple_choice,d,Velocity includes both magnitude (speed) and direction, while speed is only magnitude.,medium,10,60,Speed has direction, velocity does not,Velocity has magnitude,Electrical → Chemical → Mechanical → Heat,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,Which of Newton's Laws explains why a rocket moves forward when it expels gases backward?,multiple_choice,d,Newton's Third Law (action-reaction) explains this.,hard,15,75,First Law,Second Law,Law of Gravity,Third Law,,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,What term describes the overall change in position of an object?,multiple_choice,b,Displacement is the vector from the initial to the final position.,medium,10,45,Distance,Displacement,Speed,Velocity,,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,What type of force resists the motion of an object through a fluid (like air or water)?,multiple_choice,a,Drag (or fluid resistance) opposes motion through a fluid.,medium,10,45,Drag,Tension,Normal force,Friction,Potential energy,,,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,An object is thrown vertically upwards. At its highest point, what is its vertical velocity?,multiple_choice,a,At the peak of its trajectory, the vertical velocity is momentarily zero before it starts falling down.,medium,10,60,Zero,Maximum,Chemical to kinetic and thermal,Light to chemical,Electrical to chemical,,,,,,,,,,,,,,,
Science,Basic 7,Forces and Motion,What is the relationship between mass, acceleration, and force as described by Newton's Second Law?,multiple_choice,c,F = ma (Force equals mass times acceleration).,medium,10,60,F = m/a,F = a/m,,,,,,,,,,,,,,,,,,
